user_name,comment,replies,titles,urlis,times,company,polarity
chweetsays,Why are they drinking it that way?😅,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6575782611334365185&preview_pb=0&share_comment_id=7224773550593770246&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-22 07:31:38+00:00,,20
Let do it,Am so confused 😳,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7219024998864782378&preview_pb=0&share_comment_id=7224979744722649898&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-22 20:51:47+00:00,,-33
Wes,You sure showed us!,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7061545076836893702&preview_pb=0&share_comment_id=7224281745453515563&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-20 23:43:11+00:00,,50
Hayden,Bruhh not me looking for the dude then realizing he’s rate there😭😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6856887992482825222&preview_pb=0&share_comment_id=7224319448214242090&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-21 02:09:18+00:00,,-50
Dozla,Woof.😳,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6932595848078083077&preview_pb=0&share_comment_id=7224229714666685226&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-20 20:21:12+00:00,,0
Mikayla Cheyenne,No one else heard the one being poured out? Just me?,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6780528337557685253&preview_pb=0&share_comment_id=7224191082166403882&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-20 17:51:29+00:00,,25
Fanatic Fusion,Good question let me know the results,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6822758905292424198&preview_pb=0&share_comment_id=7224901558109373227&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-22 15:48:16+00:00,,20
Bart Lee,you tell us ben,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6599299670898688005&preview_pb=0&share_comment_id=7226397822768595758&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-26 16:34:37+00:00,,-30
Cramsalot Inhisass,They’re going make the 6 billion back off this ad 😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6745500840679851013&preview_pb=0&share_comment_id=7224950952992883499&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-22 18:59:55+00:00,,50
TheDarkMoon74,It sounded like the girl in the background threw up half of her beer.,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7034717164679889925&preview_pb=0&share_comment_id=7225296847094432554&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-23 17:22:16+00:00,,-50
Nikki,Is that your real voice?,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6671734867712278534&preview_pb=0&share_comment_id=7225022121548809002&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-22 23:36:03+00:00,,0
user61754949125,“Ion like it”💀,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6807554587902968837&preview_pb=0&share_comment_id=7226042346118644522&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-25 17:35:24+00:00,,30
Battyxspookxss,😂😂😂 He’s is confused 😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6893699708523578374&preview_pb=0&share_comment_id=7224633365756166955&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-21 22:27:40+00:00,,50
HarmonySkates,your reaction at the end... 'hmm....',0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6757584994073510917&preview_pb=0&share_comment_id=7225162894579974939&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-23 08:42:24+00:00,,-10
tony.mak7,3 cans sold 2.5 consumed 🤣🤣🤣🤣,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6721718645255881734&preview_pb=0&share_comment_id=7225837706462561025&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-25 04:21:02+00:00,,20
White Chocolate,Just look at the numbers they speak for themselves.,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6831487034986824710&preview_pb=0&share_comment_id=7228307513189352238&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-05-01 20:05:20+00:00,,-40
bigboywalk,longest shotgun ever 😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6759553622360638470&preview_pb=0&share_comment_id=7222446453062927146&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 01:01:15+00:00,,20
J K,I have several questions 😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6874662152839218181&preview_pb=0&share_comment_id=7222600402943165190&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 10:58:41+00:00,,-80
Bubba83,Apparently they aren’t funding bud enough I hear they lost 5 million,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6711850006770795525&preview_pb=0&share_comment_id=7222448543658771242&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 01:09:19+00:00,,-50
JT7777,shotgun fail video?,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7202477621770028074&preview_pb=0&share_comment_id=7222448882499191598&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 01:10:30+00:00,,-10
bobo,That's $3 right there 😂,1,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6753974510553711622&preview_pb=0&share_comment_id=7222458086513984262&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 01:46:30+00:00,,70
✝️ Blessed ✝️♈️,😂😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7193683871581226026&preview_pb=0&share_comment_id=7222593531801486122&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 10:33:13+00:00,,70
Smiles 🤡,Gotta be honest Ben have eyebrows for days,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6920605568633750533&preview_pb=0&share_comment_id=7222435472140190510&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 00:18:36+00:00,,20
IT’Zmylife,Enjoy it,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6856065848433443845&preview_pb=0&share_comment_id=7222434735308849966&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 00:15:39+00:00,,60
BallinLikeANutsak,The equivalent of kid rock shooting beer,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7007083706859209734&preview_pb=0&share_comment_id=7222593362806768430&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 10:33:01+00:00,,-80
mindysmurray,Omg! I can’t stop laughing 😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6978588620140659717&preview_pb=0&share_comment_id=7222436352045318958&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 00:21:56+00:00,,75
CristianoLima,😅😅😅😅😅,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7220427923132040198&preview_pb=0&share_comment_id=7222456555608900358&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 01:40:27+00:00,,-100
Swatty,By far favorite person currently on the earth,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6677631010420982790&preview_pb=0&share_comment_id=7222595099363132202&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 10:38:49+00:00,,60
Susan Murphy 🇨🇦,I think this all the time.,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6805607114338485253&preview_pb=0&share_comment_id=7222494290042979078&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 04:07:03+00:00,,20
Will,Ben cracks me up 😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6646550468175904774&preview_pb=0&share_comment_id=7222496317817897774&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 04:14:45+00:00,,60
CoryD90,"the ""hmmm"" was a loaded ""hmmm"". I felt it in my bones.",0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6792915449975636997&preview_pb=0&share_comment_id=7222577500072968965&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 09:29:56+00:00,,-50
user4367433078102,the guy in the back lol,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7054976357277484038&preview_pb=0&share_comment_id=7222499771973387014&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-16 04:28:23+00:00,,20
Sabra,😂😂😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7113648696470733867&preview_pb=0&share_comment_id=7222356694700573483&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 19:12:55+00:00,,80
Heatherrrr,how attractive..,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6883919800306484230&preview_pb=0&share_comment_id=7222356843903976234&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 19:13:25+00:00,,20
Franky,We are right there with you Ben. Lol,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6835309817146606597&preview_pb=0&share_comment_id=7222356972049072939&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 19:13:59+00:00,,70
Jill Siverhus,They are so classy take home to mom ughhhh,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7053506779675116549&preview_pb=0&share_comment_id=7222357071852847915&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 19:14:27+00:00,,70
GO,maybe if the bay lots of bud there's no problem for bud,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=141635645147545600&preview_pb=0&share_comment_id=7222357736040760090&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 19:17:13+00:00,,20
Kerry L Sherrington,Manly,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=317445224094752768&preview_pb=0&share_comment_id=7222358291585319686&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 19:19:07+00:00,,0
user7312303551117,😂😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6925073860568712197&preview_pb=0&share_comment_id=7222359489476117294&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 19:23:52+00:00,,100
Jan Curwen Née,The one at the back spewed his up.,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7089349499852227589&preview_pb=0&share_comment_id=7222362126655898374&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 19:34:03+00:00,,-20
johntsakiris886,😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7036458178963588101&preview_pb=0&share_comment_id=7222349125495816987&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:43:53+00:00,,0
rescuelife,case. and. point.,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6977352164550657029&preview_pb=0&share_comment_id=7222337191862207274&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 17:57:15+00:00,,-20
Luis,not hating cuz theres moments i agree with this man but whats up with his eyebrows,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6805000146109236230&preview_pb=0&share_comment_id=7222337446721536811&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 17:58:23+00:00,,-20
Username1097,They sure showed us.,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6777470971202454533&preview_pb=0&share_comment_id=7222339288193614638&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:05:23+00:00,,-80
😳😳,Slamming them like a real man!,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7047600357690770437&preview_pb=0&share_comment_id=7222339351577477934&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:05:38+00:00,,-80
Sharon Kudmani,Brilliant comment 👏👏👏👏😂😂😂😂best so far 😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6808109032286536709&preview_pb=0&share_comment_id=7222339510531736347&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:06:27+00:00,,80
Alisa Stickney,Bahahahahahahahaha!!!,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6822286216681341957&preview_pb=0&share_comment_id=7222340400031351595&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:09:45+00:00,,80
David Dirt Sicilia,I feel you 🤣🤣,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6803845754320520197&preview_pb=0&share_comment_id=7222341252990272302&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:13:03+00:00,,20
thatmomentmaker,lol and she's just puking in the back,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7019151480938611717&preview_pb=0&share_comment_id=7222341790186570538&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:15:02+00:00,,-50
carlas_cake_toppers,😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6918275377039623174&preview_pb=0&share_comment_id=7222342418699289346&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:17:35+00:00,,100
Joshua Escott399,haha the one in the back just puked it all up 😂😂😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7053995490871297029&preview_pb=0&share_comment_id=7222343425790001926&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:21:34+00:00,,-70
howcanihelp316,That is a very good question!,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6588531518740856838&preview_pb=0&share_comment_id=7222343537172857642&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 18:21:50+00:00,,70
against brainwashing,😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6953592338702894086&preview_pb=0&share_comment_id=7222409141603926811&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 22:37:13+00:00,,50
Manuel Salonga,yey 3 cans sale up!!,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6807992522943169538&preview_pb=0&share_comment_id=7222406052570252038&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 22:24:35+00:00,,60
Robert Wade359,Hahahahaha,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7046475490848441349&preview_pb=0&share_comment_id=7222407782338429739&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 22:31:14+00:00,,-30
Stevo,😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6534168465383625728&preview_pb=0&share_comment_id=7222408144868606766&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 22:32:30+00:00,,50
Juany Salazar,I love him!!!!,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=273695005213609984&preview_pb=0&share_comment_id=7222390702301561646&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 21:24:50+00:00,,85
Diane Hopkins🇨🇦,😂😂😂😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6868448414331290629&preview_pb=0&share_comment_id=7222390938273530630&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 21:25:46+00:00,,50
The Dumont Family,What a handsome man🙃!!!that blonde 😳,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6819674366294737926&preview_pb=0&share_comment_id=7222391367774470955&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 21:27:34+00:00,,50
Tesla obsession,Classy dudes,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=7168353187917759534&preview_pb=0&share_comment_id=7222392998674989866&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 21:33:50+00:00,,50
Jenn Bunny,😂😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=128774030635061249&preview_pb=0&share_comment_id=7222393033609364267&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 21:33:55+00:00,,60
Lillian Morgan Byrne,Ben you rock my world 🌎,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6819953642570286086&preview_pb=0&share_comment_id=7222388068124656411&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-15 21:15:19+00:00,,65
Hayden,😂😂😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6765128422241682438&preview_pb=0&share_comment_id=7223400682925179691&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 14:44:25+00:00,,80
jrq001,😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6920194767280817158&preview_pb=0&share_comment_id=7223406321861002026&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 15:06:21+00:00,,30
Erin_Yalowsky,😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6946016028862841861&preview_pb=0&share_comment_id=7223418060657263406&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 15:51:50+00:00,,50
R O S E,Classy.,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6778121701773689861&preview_pb=0&share_comment_id=7223506484105003781&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 21:34:46+00:00,,40
D whit,yes and 🤔,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6832849851379794949&preview_pb=0&share_comment_id=7223511152726262570&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 21:52:52+00:00,,20
user1224049357941,That has got to be the longest shotgun of a beer I've ever seen,1,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6839797362493473798&preview_pb=0&share_comment_id=7223519205455135534&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 22:24:06+00:00,,20
chillbill2k,am jst as confused,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6973581966227129349&preview_pb=0&share_comment_id=7223494932400014085&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 20:49:53+00:00,,-10
Add_your_name,Real life Sheldon from big bang theory,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6927101734838273029&preview_pb=0&share_comment_id=7223543787200480042&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 23:59:26+00:00,,10
Adrian Armando Aguilar,😂,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6887600944064218117&preview_pb=0&share_comment_id=7223547583343510314&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-19 00:14:07+00:00,,70
PhatSnack,the face tattoo,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6874649549241254918&preview_pb=0&share_comment_id=7223471740084372270&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 19:19:55+00:00,,0
⠀X,What kinda dog is that,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6951454259620348933&preview_pb=0&share_comment_id=7223451297794392878&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-18 18:00:45+00:00,,0
Myles,Sounded like his water broke,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6947670868778353670&preview_pb=0&share_comment_id=7223779803588150059&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-19 15:15:24+00:00,,-50
Blake Hogge,I don’t haha,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6784656595781796869&preview_pb=0&share_comment_id=7223785450318807854&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-19 15:37:30+00:00,,-100
gorge2020,100% support u,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6963586866805441542&preview_pb=0&share_comment_id=7223736279906075438&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-19 12:26:45+00:00,,80
duffytd1,Stay classy,0,The only Bud Light sales in the past week. #budlight #reaction #joke #funny,https://m.tiktok.com/v/7221956142820265258.html?_d=egleckh145dhmb&comment_author_id=6666357033518809094&preview_pb=0&share_comment_id=7223736719890416427&share_item_id=7221956142820265258&sharer_language=en&source=h5_m&u_code=0,2023-04-19 12:28:15+00:00,,20
